2025-08-10 22:12:27,166 [Worker-0: Launching Executing clean in C__Users_Apoorva_Documents_workspace-sts1_course-service] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Apoorva\Downloads\spring-tools-for-eclipse-4.31.0.RELEASE-e4.36.0-win32.win32.x86_64\sts-4.31.0.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013\jars\plexus-sec-dispatcher-2.0.jar
2025-08-10 22:12:27,167 [Worker-0: Launching Executing clean in C__Users_Apoorva_Documents_workspace-sts1_course-service] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Apoorva\Downloads\spring-tools-for-eclipse-4.31.0.RELEASE-e4.36.0-win32.win32.x86_64\sts-4.31.0.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013\jars\plexus-utils-3.5.1.jar
2025-08-10 22:12:27,168 [Worker-0: Launching Executing clean in C__Users_Apoorva_Documents_workspace-sts1_course-service] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Apoorva\Downloads\spring-tools-for-eclipse-4.31.0.RELEASE-e4.36.0-win32.win32.x86_64\sts-4.31.0.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013\jars\plexus-xml-3.0.1.jar
2025-08-10 22:12:27,168 [Worker-0: Launching Executing clean in C__Users_Apoorva_Documents_workspace-sts1_course-service] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Apoorva\Downloads\spring-tools-for-eclipse-4.31.0.RELEASE-e4.36.0-win32.win32.x86_64\sts-4.31.0.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013\jars\wagon-file-3.5.3.jar
2025-08-10 22:12:27,168 [Worker-0: Launching Executing clean in C__Users_Apoorva_Documents_workspace-sts1_course-service] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Apoorva\Downloads\spring-tools-for-eclipse-4.31.0.RELEASE-e4.36.0-win32.win32.x86_64\sts-4.31.0.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013\jars\wagon-http-3.5.3.jar
2025-08-10 22:12:27,169 [Worker-0: Launching Executing clean in C__Users_Apoorva_Documents_workspace-sts1_course-service] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Apoorva\Downloads\spring-tools-for-eclipse-4.31.0.RELEASE-e4.36.0-win32.win32.x86_64\sts-4.31.0.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013\jars\wagon-http-shared-3.5.3.jar
2025-08-10 22:12:27,170 [Worker-0: Launching Executing clean in C__Users_Apoorva_Documents_workspace-sts1_course-service] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Apoorva\Downloads\spring-tools-for-eclipse-4.31.0.RELEASE-e4.36.0-win32.win32.x86_64\sts-4.31.0.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013\jars\wagon-provider-api-3.5.3.jar
2025-08-10 22:12:27,172 [Worker-0: Launching Executing clean in C__Users_Apoorva_Documents_workspace-sts1_course-service] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=com.google.guava_33.4.8.jre [31])
2025-08-10 22:12:27,174 [Worker-0: Launching Executing clean in C__Users_Apoorva_Documents_workspace-sts1_course-service] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Apoorva\Downloads\spring-tools-for-eclipse-4.31.0.RELEASE-e4.36.0-win32.win32.x86_64\sts-4.31.0.RELEASE\plugins\com.google.guava_33.4.8.jre.jar
2025-08-10 22:12:27,174 [Worker-0: Launching Executing clean in C__Users_Apoorva_Documents_workspace-sts1_course-service] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=slf4j.api_2.0.17 [613])
